Code,Name,Country,Exchange,Currency,Type,Isin
MTDL,Metrodata Electronics Tbk,Indonesia,JK,IDR,Common Stock,ID1000055007
MTEL,Dayamitra Telekomunikasi PT,Indonesia,JK,IDR,Common Stock,ID1000164205
MTFN,Capitalinc Investment,Indonesia,JK,IDR,Common Stock,ID1000120405
MTLA,Metropolitan Land Tbk,Indonesia,JK,IDR,Common Stock,ID1000119308
MTMH,PT Murni Sadar Tbk,Indonesia,JK,IDR,Common Stock,
MTPS,Meta Epsi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148307
MTRA,Mitra Pemuda Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000136807
MTSM,Metro Realty Tbk,Indonesia,JK,IDR,Common Stock,ID1000121007
MTWI,Malacca Trust Wuwungan Insurance PT,Indonesia,JK,IDR,Common Stock,ID1000140700
MUTU,PT Mutuagung Lestari Tbk,Indonesia,JK,IDR,Common Stock,
MYOH,Samindo Resources Tbk,Indonesia,JK,IDR,Common Stock,ID1000120900
MYOR,Mayora Indah Tbk,Indonesia,JK,IDR,Common Stock,ID1000060007
MYTX,Asia Pacific Investama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000074701
NAIK,NAIK,Indonesia,JK,IDR,Common Stock,
NANO,Nanotech Indonesia Global Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000166606
NASA,Andalan Perkasa Abadi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140205
NASI,Wahana Inti MakmurTbk PT,Indonesia,JK,IDR,Common Stock,ID1000165301
NATO,Surya Permata Andalan Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148000
NAYZ,PT Hassana Boga Sejahtera Tbk,Indonesia,JK,IDR,Common Stock,
NCKL,PT Trimegah Bangun Persada Tbk,Indonesia,JK,IDR,Common Stock,ID1000188006
NELY,Pelayaran Nelly Dwi Putri Tbk,Indonesia,JK,IDR,Common Stock,ID1000125206
NEST,PT Esta Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000206006
NETV,PT Net Visi Media Tbk,Indonesia,JK,IDR,Common Stock,ID1000165905
NFCX,NFC Indonesia PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000144504
NICE,Adhi Kartiko Pratama Tbk.,Indonesia,JK,IDR,Common Stock,
NICK,Charnic Capital Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000142706
NICL,PAM Mineral Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000161409
NIKL,Pelat Timah Nusantara Tbk,Indonesia,JK,IDR,Common Stock,ID1000113608
NINE,PT Techno9 Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
NIRO,City Retail Developments Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000124605
NISP,Bank Ocbc Nisp Tbk,Indonesia,JK,IDR,Common Stock,ID1000094402
NOBU,Bank Nationalnobu Tbk,Indonesia,JK,IDR,Common Stock,ID1000127103
NPGF,Nusa Palapa Gemilang PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000160104
NRCA,Nusa Raya Cipta Tbk,Indonesia,JK,IDR,Common Stock,ID1000127608
NSSS,Nusantara Sawit Sejahtera,Indonesia,JK,IDR,Common Stock,ID1000187503
NTBK,Nusatama Berkah Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000166200
NUSA,Sinergi Megah Internusa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144702
NZIA,Nusantara Almazia,Indonesia,JK,IDR,Common Stock,ID1000151400
OASA,Protech Mitra Perkasa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137607
OBAT,OBAT,Indonesia,JK,IDR,Common Stock,
OBMD,Obm Drilchem PT,Indonesia,JK,IDR,Common Stock,ID1000165202
OCAP,Onix Capital Tbk,Indonesia,JK,IDR,Common Stock,ID1000096100
OILS,Indo Oil Perkasa PT,Indonesia,JK,IDR,Common Stock,ID1000162803
OKAS,Ancora Indonesia Resources Tbk,Indonesia,JK,IDR,Common Stock,ID1000103302
OLIV,Oscar Mitra Sukses Sejahtera Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000167802
OMED,Jayamas Medica Industri,Indonesia,JK,IDR,Common Stock,
OMRE,Indonesia Prima Property Tbk,Indonesia,JK,IDR,Common Stock,ID1000075401
OPMS,Optima Prima Metal Sinergi,Indonesia,JK,IDR,Common Stock,ID1000151301
PACK,PT Abadi Nusantara Hijau Investama Tbk,Indonesia,JK,IDR,Common Stock,
PADA,Personel Alih Daya,Indonesia,JK,IDR,Common Stock,
PADI,Minna Padi Investama Tbk,Indonesia,JK,IDR,Common Stock,ID1000121908
PALM,Provident Agro Tbk,Indonesia,JK,IDR,Common Stock,ID1000125008
PAMG,Bima Sakti Pertiwi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149503
PANI,PT Pantai Indah Kapuk Dua Tbk,Indonesia,JK,IDR,Common Stock,ID1000145303
PANR,Panorama Sentrawisata Tbk,Indonesia,JK,IDR,Common Stock,ID1000109705
PANS,Panin Sekuritas Tbk,Indonesia,JK,IDR,Common Stock,ID1000109200
PART,PT Cipta Perdana Lancar Tbk,Indonesia,JK,IDR,Common Stock,
PBID,Panca Budi Idaman Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141401
PBRX,Pan Brothers Tbk,Indonesia,JK,IDR,Common Stock,ID1000119506
PBSA,Paramita Bangun Sarana Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137904
PCAR,Prima Cakrawala Abadi PT,Indonesia,JK,IDR,Common Stock,ID1000141807
PDES,Destinasi Tirta Nusantara Tbk,Indonesia,JK,IDR,Common Stock,ID1000111107
PDPP,PT Primadaya Plastisindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000176902
PEGE,Panca Global Securities Tbk,Indonesia,JK,IDR,Common Stock,ID1000101405
PEHA,Phapros Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147507
PEVE,Penta Valent,Indonesia,JK,IDR,Common Stock,
PGAS,Perusahaan Gas Negara Persero,Indonesia,JK,IDR,Common Stock,ID1000111602
PGEO,Pertamina Geothermal Energy,Indonesia,JK,IDR,Common Stock,ID1000186505
PGJO,Tourindo Guide Indonesia Pt,Indonesia,JK,IDR,Common Stock,ID1000153208
PGLI,Pembangunan Graha Lestari Tbk,Indonesia,JK,IDR,Common Stock,ID1000090509
PGUN,Pt Pradiksi Gunatama Tbk,Indonesia,JK,IDR,Common Stock,ID1000156409
PICO,Pelangi Indah Canindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000088404
PIPA,Multi Makmur Lemindo,Indonesia,JK,IDR,Common Stock,
PJAA,Pembangunan Jaya Ancol Tbk,Indonesia,JK,IDR,Common Stock,ID1000103807
PJHB,Pelayaran Jaya Hidup Baru Tbk,Indonesia,JK,IDR,Common Stock,
PKPK,Perdana Karya Perkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000106404
PLAN,Planet Properindo Jaya Pt,Indonesia,JK,IDR,Common Stock,ID1000157407
PLAS,Polaris Investama Tbk,Indonesia,JK,IDR,Common Stock,ID1000097306
PLIN,PT Plaza Indonesia Realty Tbk,Indonesia,JK,IDR,Common Stock,ID1000105406
PMJS,Putra Mandiri Jembar Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000153000
PMMP,Panca Mitra Multiperdana Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000158306
PMUI,PT Prima Multi Usaha Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
PNBN,Bank Pan Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000092703
PNBS,Bank Panin Syariah Tbk,Indonesia,JK,IDR,Common Stock,ID1000130701
PNGO,Pinago Utama Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000156904
PNIN,Paninvest Tbk,Indonesia,JK,IDR,Common Stock,ID1000094907
PNLF,Panin Financial Tbk,Indonesia,JK,IDR,Common Stock,ID1000095607
PNSE,Pudjiadi & Sons Tbk,Indonesia,JK,IDR,Common Stock,ID1000124803
POLA,Pool Advista Finance Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146905
POLI,Pollux Investasi Internasional Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147606
POLL,Pollux Properti Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144405
POLU,Golden Flower Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149206
POLY,Asia Pacific Fibers Tbk,Indonesia,JK,IDR,Common Stock,ID1000110208
POOL,Pool Advista Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000122005
PORT,Nusantara Pelabuhan Handal Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000138209
POSA,Bliss Properti Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148703
POWR,Cikarang Listrindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137201
PPGL,Prima Globalindo Logistik Tbk,Indonesia,JK,IDR,Common Stock,ID1000156508
PPRE,PP Presisi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141005
PPRI,PT Paperocks Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
PPRO,PP Properti Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000133903
PRAY,Famon Awal Bros Sedaya,Indonesia,JK,IDR,Common Stock,
PRDA,Prodia Widyahusada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000138001
PRIM,Royal Prima PT,Indonesia,JK,IDR,Common Stock,ID1000143209
PSAB,J Resources Asia Pasifik Tbk,Indonesia,JK,IDR,Common Stock,ID1000094709
PSAT,PSAT,Indonesia,JK,IDR,Common Stock,
PSDN,Prasidha Aneka Niaga Tbk,Indonesia,JK,IDR,Common Stock,ID1000090400
PSGO,Palma Serasih PT,Indonesia,JK,IDR,Common Stock,ID1000152408
PSKT,Red Planet Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000087802
PSSI,Pelita Samudera Shipping Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141203
PTBA,Bukit Asam Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000094006
PTDU,Djasa Ubersakti Tbk,Indonesia,JK,IDR,Common Stock,ID1000158009
PTIS,Indo Straits Tbk,Indonesia,JK,IDR,Common Stock,ID1000120009
PTMP,PT Mitra Pack Tbk,Indonesia,JK,IDR,Common Stock,ID1000187107
PTMR,PT Master Print Tbk,Indonesia,JK,IDR,Common Stock,
PTPP,Pembangunan Perumahan PT,Indonesia,JK,IDR,Common Stock,ID1000114002
PTPS,PT Pulau Subur Tbk,Indonesia,JK,IDR,Common Stock,
PTPW,Pratama Widya Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000154107
PTRO,Petrosea Tbk,Indonesia,JK,IDR,Common Stock,ID1000122401
PTSN,Sat Nusapersada Tbk,Indonesia,JK,IDR,Common Stock,ID1000107808
PTSP,Pioneerindo Gourmet International,Indonesia,JK,IDR,Common Stock,ID1000064108
PUDP,Pudjiadi Prestige Tbk,Indonesia,JK,IDR,Common Stock,ID1000080609
PURA,Putra Rajawali Kencana PT,Indonesia,JK,IDR,Common Stock,ID1000153901
PURE,Trinitan Metals and Minerals,Indonesia,JK,IDR,Common Stock,ID1000151509
PURI,Puri Global Sukses Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000157001
PWON,Pakuwon Jati Tbk,Indonesia,JK,IDR,Common Stock,ID1000122500
PYFA,Pyridam Farma Tbk,Indonesia,JK,IDR,Common Stock,ID1000075609
PZZA,PT Sarimelati Kencana Tbk,Indonesia,JK,IDR,Common Stock,ID1000143407
RAAM,Tripar Multivision Plus,Indonesia,JK,IDR,Common Stock,ID1000188808
RAFI,PT Sari Kreasi Boga Tbk,Indonesia,JK,IDR,Common Stock,
RAJA,Rukun Raharja Tbk,Indonesia,JK,IDR,Common Stock,ID1000094105
RALS,Ramayana Lestari Sentosa Tbk,Indonesia,JK,IDR,Common Stock,ID1000099500
RANC,Supra Boga Lestari Tbk,Indonesia,JK,IDR,Common Stock,ID1000122906
RATU,PT Raharja Energi Cepu Tbk,Indonesia,JK,IDR,Common Stock,
RBMS,Ristia Bintang Mahkotasejati,Indonesia,JK,IDR,Common Stock,ID1000058100
RCCC,PT Utama Radar Cahaya Tbk,Indonesia,JK,IDR,Common Stock,
RDTX,Roda Vivatex Tbk,Indonesia,JK,IDR,Common Stock,ID1000067200
REAL,Repower Asia Indonesia PT,Indonesia,JK,IDR,Common Stock,ID1000152705
RELF,PT Graha Mitra Asia Tbk,Indonesia,JK,IDR,Common Stock,
RELI,Reliance Securities Tbk,Indonesia,JK,IDR,Common Stock,ID1000101603
RGAS,Kian Santang Muliatama Tbk.,Indonesia,JK,IDR,Common Stock,
RICY,Ricky Putra Globalindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000059801
RIGS,Rig Tenders Tbk,Indonesia,JK,IDR,Common Stock,ID1000098809
RIMO,Rimo International Lestari Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000062706
RISE,Jaya Sukses Makmur Sentosa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144801
RLCO,Abadi Lestari Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
RMKE,RMK Energy PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000164908
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,Indonesia,JK,IDR,Common Stock,
ROCK,Rockfields Property Indonesia Pt,Indonesia,JK,IDR,Common Stock,ID1000157605
RODA,Pikko Land Development Tbk,Indonesia,JK,IDR,Common Stock,ID1000075203
RONY,Aesler Grup Internasional Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000155609
ROTI,Nippon Indosari Corpindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000129703
RSCH,PT Charlie Hospital Semarang Tbk,Indonesia,JK,IDR,Common Stock,
RSGK,Kedoya Adyaraya Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000163009
RUIS,Radiant Utama Interinsco Tbk,Indonesia,JK,IDR,Common Stock,ID1000103708
RUNS,Global Sukses Solusi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000163405
SAFE,Steady Safe TBK PT,Indonesia,JK,IDR,Common Stock,ID1000067309
SAGE,PT Saptausaha Gemilangindah Tb,Indonesia,JK,IDR,Common Stock,
SAME,Sarana Meditama Metropolitan,Indonesia,JK,IDR,Common Stock,ID1000126303
SAMF,Saraswanti Anugerah Makmur Pt,Indonesia,JK,IDR,Common Stock,ID1000155104
SAPX,Satria Antaran Prima Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000145600
SATU,Kota Satu Properti Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146707
SBAT,Sejahtera Bintang Abadi Textile Tbk,Indonesia,JK,IDR,Common Stock,ID1000155302
SBMA,Surya Biru Murni Acetylene Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000163207
SCCO,Supreme Cable Manufacturing Corp,Indonesia,JK,IDR,Common Stock,ID1000080906
SCMA,Surya Citra Media Tbk,Indonesia,JK,IDR,Common Stock,ID1000125305
SCNP,PT Selaras Citra Nusantara Perkasa Tbk,Indonesia,JK,IDR,Common Stock,
SCPI,Organon Pharma,Indonesia,JK,IDR,Common Stock,ID1000088800
SDMU,Sidomulyo Selaras Tbk,Indonesia,JK,IDR,Common Stock,ID1000120108
SDPC,Millennium Pharmacon International,Indonesia,JK,IDR,Common Stock,ID1000072804
SDRA,Bank Woori Saudara Indonesia 1906,Indonesia,JK,IDR,Common Stock,ID1000105307
SEMA,Semacom Integrated Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000165707
SFAN,Surya Fajar Capital Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149107
SGER,Sumber Global Energy Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000156706
SGRO,Sampoerna Agro Tbk,Indonesia,JK,IDR,Common Stock,ID1000106107
SHID,Hotel Sahid Jaya Tbk,Indonesia,JK,IDR,Common Stock,ID1000068505
SHIP,Sillo Maritime Perdana Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137102
SICO,PT Sigma Energy Compressindo T,Indonesia,JK,IDR,Common Stock,
SIDO,Sido Muncul PT,Indonesia,JK,IDR,Common Stock,ID1000130305
SILO,Siloam International Hospitals,Indonesia,JK,IDR,Common Stock,ID1000129208
SIMA,Siwani Makmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000063902
SIMP,Salim Ivomas Pratama Tbk,Indonesia,JK,IDR,Common Stock,ID1000119100
SINI,Singaraja Putra,Indonesia,JK,IDR,Common Stock,ID1000151905
SIPD,PT Sreeya Sewu Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000133606
SKBM,Sekar Bumi Tbk,Indonesia,JK,IDR,Common Stock,ID1000124407
SKLT,Sekar Laut Tbk,Indonesia,JK,IDR,Common Stock,ID1000059702
SKRN,Superkrane Mitra Utama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146103
SKYB,Northcliff Citranusa Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000115801
SLIS,Gaya Abadi Sempurna ,Indonesia,JK,IDR,Common Stock,ID1000151608
SMAR,Sinar Mas Agro Resources and Technology Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000101504
SMBR,Semen Baturaja Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000127806
SMCB,Solusi Bangun Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000072309
SMDM,Suryamas Dutamakmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000067408
SMDR,Samudera Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000075906
SMGA,PT Sumber Mineral Global Abadi,Indonesia,JK,IDR,Common Stock,
SMGR,Semen Indonesia Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000106800
SMIL,Sarana Mitra Luas,Indonesia,JK,IDR,Common Stock,ID1000189103
SMKL,Satyamitra Kemas Lestari Tbk PT,Indonesia,JK,IDR,Common Stock,
SMKM,Sumber Mas Konstruksi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000166408
SMLE,PT Sinergi Multi Lestarindo Tb,Indonesia,JK,IDR,Common Stock,
SMMA,Sinar Mas Multiartha Tbk,Indonesia,JK,IDR,Common Stock,ID1000094501
SMMT,Golden Eagle Energy Tbk,Indonesia,JK,IDR,Common Stock,ID1000100704
SMRA,Summarecon Agung Tbk,Indonesia,JK,IDR,Common Stock,ID1000092406
SMRU,Smr Utama Tbk,Indonesia,JK,IDR,Common Stock,ID1000120801
SMSM,Selamat Sempurna Tbk,Indonesia,JK,IDR,Common Stock,ID1000095409
SNLK,PT Sunter Lakeside Hotel Tbk,Indonesia,JK,IDR,Common Stock,ID1000159809
SOCI,Soechi Lines Tbk,Indonesia,JK,IDR,Common Stock,ID1000132905
SOFA,PT Boston Furniture Industries Tbk,Indonesia,JK,IDR,Common Stock,
SOHO,PT Soho Global Health Tbk,Indonesia,JK,IDR,Common Stock,
SOLA,SOLA,Indonesia,JK,IDR,Common Stock,
SONA,Sona Topas Tourism Industry,Indonesia,JK,IDR,Common Stock,ID1000052202
SOSS,Shield On Service Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146608
SOTS,Satria Mega Kencana Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147309
SOUL,PT Mitra Tirta Buwana Tbk,Indonesia,JK,IDR,Common Stock,
SPMA,Suparma Tbk,Indonesia,JK,IDR,Common Stock,ID1000054307
SPRE,PT Soraya Berjaya Indonesia Tb,Indonesia,JK,IDR,Common Stock,
SPTO,PT Surya Pertiwi Tbk,Indonesia,JK,IDR,Common Stock,ID1000143001
SQMI,Wilton Makmur Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000098601
SRAJ,Sejahteraraya Anugrahjaya Tbk,Indonesia,JK,IDR,Common Stock,ID1000118706
SRIL,Sri Rejeki Isman(Sritex)PT,Indonesia,JK,IDR,Common Stock,ID1000127400
SRSN,Indo Acidatama Tbk,Indonesia,JK,IDR,Common Stock,ID1000102601
SRTG,Saratoga Investama Sedaya,Indonesia,JK,IDR,Common Stock,ID1000127707
SSIA,Surya Semesta Internusa Tbk,Indonesia,JK,IDR,Common Stock,ID1000119902
SSMS,Sawit Sumbermas Sarana Tbk,Indonesia,JK,IDR,Common Stock,ID1000130008
SSTM,Sunson Textile Manufacturer,Indonesia,JK,IDR,Common Stock,ID1000081508
STAA,Sumber Tani Agung Resources Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000166507
STAR,PT Buana Artha Anugerah Tbk,Indonesia,JK,IDR,Common Stock,ID1000120306
STRK,PT Lovina Beach Brewery Tbk,Indonesia,JK,IDR,Common Stock,
STTP,Siantar Top Tbk,Indonesia,JK,IDR,Common Stock,ID1000079502
SUGI,PT Sugih Energy Tbk,Indonesia,JK,IDR,Common Stock,ID1000092000
SULI,Slj Global Tbk,Indonesia,JK,IDR,Common Stock,ID1000088909
SUNI,PT Sunindo Pratama Tbk,Indonesia,JK,IDR,Common Stock,
SUPA,PT Super Bank Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000212608
SUPR,Solusi Tunas Pratama Tbk,Indonesia,JK,IDR,Common Stock,ID1000120702
SURE,Super Energy Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000145709
SURI,SURI,Indonesia,JK,IDR,Common Stock,
SWAT,Sriwahana,Indonesia,JK,IDR,Common Stock,ID1000143704
SWID,PT Saraswanti Indoland Develop,Indonesia,JK,IDR,Common Stock,
TALF,Tunas Alfin Tbk,Indonesia,JK,IDR,Common Stock,ID1000130107
TAMA,Lancartama Sejati Tbk,Indonesia,JK,IDR,Common Stock,ID1000154008
TAMU,PT Pelayaran Tamarin Samudra Tbk,Indonesia,JK,IDR,Common Stock,ID1000138803
TAPG,Triputra Agro Persada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000160302
TARA,Agung Semesta Sejahtera Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000132202
TAXI,Express Transindo Utama Tbk,Indonesia,JK,IDR,Common Stock,ID1000125404
TAYS,Jaya Swarasa Agung PT,Indonesia,JK,IDR,Common Stock,ID1000164601
TBIG,Tower Bersama Infrastructure Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000116908
TBLA,Tunas Baru Lampung Tbk,Indonesia,JK,IDR,Common Stock,ID1000076706
TBMS,Tembaga Mulia Semanan Tbk,Indonesia,JK,IDR,Common Stock,ID1000066400
TCID,Mandom Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000053002
TCPI,Transcoal Pacific Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144009
TDPM,Tridomain Performance Materials PT,Indonesia,JK,IDR,Common Stock,ID1000142409
TEBE,Dana Brata Luhur PT,Indonesia,JK,IDR,Common Stock,ID1000152200
TECH,Indosterling Technomedia Tbk,Indonesia,JK,IDR,Common Stock,ID1000156003
TELE,Tiphone Mobile Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000122104
TFAS,Telefast Indonesia ,Indonesia,JK,IDR,Common Stock,ID1000151103
TFCO,Tifico Fiber Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000054802
TGKA,Tigaraksa Satria Tbk,Indonesia,JK,IDR,Common Stock,ID1000102106
TGRA,Terregra Asia Energy PT,Indonesia,JK,IDR,Common Stock,ID1000138902
TGUK,PT Platinum Wahab Nusantara Tbk,Indonesia,JK,IDR,Common Stock,
TIFA,Tifa Finance Tbk,Indonesia,JK,IDR,Common Stock,ID1000120504
TINS,Timah Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000111800
TIRA,Tira Austenite Tbk,Indonesia,JK,IDR,Common Stock,ID1000061005
TIRT,Tirta Mahakam Resources Tbk,Indonesia,JK,IDR,Common Stock,ID1000053408
TKIM,Pabrik Kertas Tjiwi Kimia Tbk,Indonesia,JK,IDR,Common Stock,ID1000060403
TLDN,Teladan Prima Agro PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000167109
TLKM,Telkom Indonesia (Persero) Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000129000
TMAS,PT Temas Tbk,Indonesia,JK,IDR,Common Stock,ID1000103203
TMPO,Tempo Inti Media Tbk,Indonesia,JK,IDR,Common Stock,ID1000064801
TNCA,PT Trimuda Nuansa Citra Tbk,Indonesia,JK,IDR,Common Stock,ID1000143902
TOBA,TBS Energi Utama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000123409
TOOL,PT Rohartindo Nusantara Luas T,Indonesia,JK,IDR,Common Stock,
TOPS,Totalindo Eka Persada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139207
TOSK,PT Topindo Solusi Komunika Tbk,Indonesia,JK,IDR,Common Stock,
TOTL,Total Bangun Persada Tbk,Indonesia,JK,IDR,Common Stock,ID1000104003
TOTO,Surya Toto Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000132509
TOWR,PT Sarana Menara,Indonesia,JK,IDR,Common Stock,ID1000128804
TOYS,Sunindo Adipersada Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000156607
TPIA,Chandra Asri Petrochemical Tbk,Indonesia,JK,IDR,Common Stock,ID1000090301
TPMA,Trans Power Marine Tbk,Indonesia,JK,IDR,Common Stock,ID1000126600
TRAM,Trada Maritime Tbk,Indonesia,JK,IDR,Common Stock,ID1000111909
TRGU,PT Cerestar Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
TRIL,PT Triwira Insanlestari Tbk,Indonesia,JK,IDR,Common Stock,ID1000109408
TRIM,Trimegah Securities Tbk,Indonesia,JK,IDR,Common Stock,ID1000052608
TRIN,Perintis Triniti Properti PT,Indonesia,JK,IDR,Common Stock,ID1000153604
TRIO,Trikomsel Oke,Indonesia,JK,IDR,Common Stock,ID1000112501
TRIS,Trisula International Tbk,Indonesia,JK,IDR,Common Stock,ID1000123102
TRJA,Transkon Jaya Pt,Indonesia,JK,IDR,Common Stock,ID1000156805
TRON,PT Teknologi Karya Digital Nus,Indonesia,JK,IDR,Common Stock,
TRST,Trias Sentosa Tbk,Indonesia,JK,IDR,Common Stock,ID1000059009
TRUE,Triniti Dinamik PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000160807
TRUK,Guna Timur Raya PT,Indonesia,JK,IDR,Common Stock,ID1000143308
TRUS,Trust Finance Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000134901
TSPC,Tempo Scan Pacific Tbk,Indonesia,JK,IDR,Common Stock,ID1000104508
TUGU,Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000143506
TYRE,King Tire Indonesia,Indonesia,JK,IDR,Common Stock,
UANG,Pt Pakuan Tbk,Indonesia,JK,IDR,Common Stock,ID1000156201
UCID,Uni Charm Indonesia PT,Indonesia,JK,IDR,Common Stock,ID1000152903
UDNG,Agro Bahari Nusantara Tbk.,Indonesia,JK,IDR,Common Stock,
UFOE,Damai Sejahtera Abadi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000159304
ULTJ,Ultra Jaya Milk Industry Tbk,Indonesia,JK,IDR,Common Stock,ID1000063100
UNIC,Unggul Indah Cahaya Tbk,Indonesia,JK,IDR,Common Stock,ID1000058704
UNIQ,Ulima Nitra PT,Indonesia,JK,IDR,Common Stock,ID1000159502
UNIT,Nusantara Inti Corpora Tbk,Indonesia,JK,IDR,Common Stock,ID1000101108
UNSP,Bakrie Sumatera Plantations,Indonesia,JK,IDR,Common Stock,ID1000099708
UNTD,Terang Dunia Internusa Tbk Pt,Indonesia,JK,IDR,Common Stock,
UNTR,United Tractors Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000058407
UNVR,Unilever Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000095706
