???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
MOSHI,?????? ???? ???? ????? ???????????? ????? (?????),SET,??????,???????,?????? 129 ????????????????????????? ?????? ??????? 9 ????????????? (??????-??????) ?????????? ????????? ?????????????,10600,0-2891-3088,-,www.moshimoshi.co.th
MOTHER,?????? ??????? ???????????? ????? (?????),mai,??????,-,?????? 345 ????/???? ?????? ?????/??? ??????????? ??????,81000,0-7562-0800,-,www.mothermarket.co.th
M-PAT,????????????????????????????????? ?????? ????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,???????????????????????????? ????????? ????? (?????) 195 ???????? ??????? ???????? 4 ??????? 16-17 ???????? ??????????? ?????????? ?????????????,10330,0-2649-2000,0-2649-2100,www.mfcfund.com
MPJ,?????? ???? ?? ?? ?????????? ????? (?????),mai,??????,-,244 ???? 5 ?.??????? ?.??????? ??????,20230,0-3806-0764,-,www.mpjlogistics.com
MRDIYT,?????? ????????. ??.??.???. ??????? (?????????) ????? (?????),SET,??????,???????,?????? 777 ????????/????? ???????????? ???????? ???? 12 ??????? 13 ??? ??????? (?????-????) ??.7 ????/???? ??????? ?????/??? ?????? ???????????,10540,0-2316-0004,-,-
MSC,?????? ?????????????????????????? ????? (?????),SET,?????????,??????????????????????????????,400 ?????????????????? ?.9 ??????????? ????????? ?????????????,10250,0-2089-4000,0-2726-2630-4,www.metrosystems.co.th
MST,???????????????? ????????? (?????????) ????? (?????),SET,?????????????,????????????????????,?????? 999/9 ????? ?? ????????? ??? ?????????????? ???? 20-21 ??? 25 ????????? 1 ??????????? ?????????? ?????????????,10330,0-2658-6300,0-2658-6301,www.maybank.co.th
M-STOR,?????????????????????????????????-????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 195 ???????? ??????? ???????? 4 ???? 16-17 ???????? ??????????? ?????????? ?????????????,10330,0-2649-2000,0-2649-2100,www.mfcfund.com
MTC,?????? ???????? ???????? ????? (?????),SET,?????????????,????????????????????,332/1 ??????????????? ??????????? ?????????? ?????????????,10700,0-2483-8888,-,www.muangthaicap.com
MTI,?????? ????????????????? ????? (?????),SET,?????????????,???????????????????????,???????? 1:252 ????????????? ??????????? ?????????????,10310,0-2290-3333,0-2276-2033,www.muangthaiinsurance.com
MTW,?????? ???????? ??????? ????? (?????),mai,????????????????,-,"9/70,9/88 ??????? 3 ???????????? ???????????? ??????",73160,0-3410-0368,0-3410-0368 Ext. 16,www.maketowin.com
MUD,?????? ??? ????? ????? ????? (?????),mai,???????????????????????,-,?????? 206 ??????????? 20 ??????????? ?????????? ?????????????,10250,0-2079-9765,0-2079-9755,www.mudandhound.co.th
MVP,?????? ???? ?????? ????? (?????),mai,??????,-,?????? 11/1 ??????????? 121 ??????????? ??????????? ?????????? ?????????????,10240,"0-2735-1201, 0-2735-1202, 0-2735-1204",0-2735-2719,www.mvisioncorp.com
NAM,?????? ????????? ??????? ???????????? ????? (?????),SET,??????????????????,????????????????????????,999/3-5 ??????? 9 ?????????????-???????? ?????????????????? ??????????????????? ???????????,10290,0-2461-7287-90,0-2461-7291,www.namwiwat.com
NAT,?????? ??? ???????? ??????????? ????? (?????),mai,?????????,-,89 ?????????? 908 ??????? 9 ??????????? ???????? ????????? ????????????? ?????????? ????????? ?????????????,10400,0-2078-6760,-,https://www.natat.co.th/
NATION,?????? ?????? ????? (????????) ????? (?????),SET,??????,????????????????,"?????? 1854 ??????? 9, 10, 11 ?????????? ???????????? ???????? ?????????????",10260,-,-,http://www.nationgroup.com
NC,?????? ???????? (????????) ????? (?????),SET,??????????????????,??????,666 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2294-6999,0-2294-3803,www.newcity.co.th
NCAP,?????? ?????? ???????? ????? (?????),SET,?????????????,????????????????????,163 ????????????? ???? 15 ?????????? ????????????? ????????? ?????????????,10500,0-2096-6990,0-2096-6989,www.nextcapital.co.th
NCH,?????? ????. ??. ?????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 70 ??????? 5 ?????????????? ???????????? ????????,12150,0-2993-5080-81,-,http://www.ncgroup.co.th
NCL,?????? ????????? ????????????????? ?????????? ????? (?????),mai,??????,-,56/9-10 ????????? 12/1 ?????????????????????? ?????????? ????????? ?????????????,10600,0-2459-4945,-,www.nclthailand.com
NCP,?????? ???? ??? ????? (?????),mai,??????,-,"76/94,96 ???????????? ?????????????? ????????? ?????????????",10220,02-090-5555,02-798-0041,https://www.nicecall.co.th
NDR,?????? ????.??.???????? ????? (?????),mai,????????????????,-,129 ??????? 3 ??????????-???????? ????????????? ???????????? ??????,20220,0-3313-9284,-,www.ndrubber.co.th
NEO,?????? ???? ????????? ????? (?????),SET,??????????????????,????????????????????????,888 ??????????? 54 ?????????????? ?????????? ?????????????,10260,0-2017-8900,0-2017-8901,www.neo-corporate.com
NEP,?????? ???????? ??????????????? ????????????? ????? (?????),SET,????????????????,??????????,41 ??????????? 5 ??????????? ????????? ???????? ?????????????,10400,0-2271-4213-16,0-2271-4416,www.nep.co.th
NER,?????? ???????? ???????? ????? (?????),SET,???????????????????????,??????????????,?????? 398 ???? 4 ?????????? ?????????????? ?????????,31140,"0-4466-6928, 0-4466-6929","0-4466-6212, 0-4466-6213",http://www.nerubber.com
NETBAY,?????? ???????? ????? (?????),mai,?????????,-,"719/5,8-9 ???????????? 6 ??????????? ?????????? ?????????????",10330,0-2620-1800,0-2612-3051,http://www.netbay.co.th
NEW,?????? ????????????? ????? (?????),SET,??????,????????,70/7-8 ?????????????? ???????????? ?????????? ????????,41000,"0-4224-1031-3, 0-4224-6181-3",0-4224-1956,www.wattanahospital.net
NEX,?????? ?????? ????? ????? (?????),SET,????????????????,???????,?????? 999/999 ???? 4 ??????????? ??????????? ???????????,10540,0-2026-3599,0-2116-4878,www.nexpoint.co.th
NFC,?????? ????????? ????? (?????),SET,????????????????,?????????????????????,?????? 88 ?????????? ????? ???? 3 ????????????????? ?????????????? ???????? ?????????????,10260,0-2348-0580-6,0-2348-0578-9,www.nfc.co.th
NKI,?????? ?????????????? ????? (?????),SET,?????????????,???????????????????????,"???????????? ?????????????????? ???? 26-27, 100/50-55, 90/4-6 ???????????? ???????? ????????? ?????????????",10500,"0-2636-7900 , 0-2238-5058","0-2636-7999, 0-2636-7998",www.navakij.co.th
NKT,?????? ?????????????? ????? (?????),SET,??????,????????,?????? 1 ????/??? ????????? 2 ??? 56 ????????? ?????????????? ?????????????,10150,"0-2450-9999,0-2000-9999",0-2415-4340,www.nakornthon.com
NL,?????? ??????? ????????????? ????? (?????),SET,??????????????????????????,?????????????????????,417 ?????????? ??????????? ?????????? ?????????????,10700,0-2435-1054,0-2879-2495,www.nldplc.com
NNCL,?????? ????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 999 ???? 13 ??????????? ?.????????? ?.???????? ????????,12120,0-2529-0031-5,0-2529-2176,www.navanakorn.co.th
NOBLE,?????? ?????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,??????????? ?????? 1035 ??????????? ??????????? ?????????? ?????????????,10330,0-2251-9955,0-2251-9977,www.noblehome.com
NOVA,?????? ???? ??????? ????? (?????),SET,????????,?????????????????????,?????? 88 ????????-???? 30 ?????????? ???????????? ???????? ?????????????,10260,-,-,https://www.novaempire.co.th
NPK,?????? ?????????????? ????? (?????),mai,??????????????????,-,34 ???? 20 ????????????? ??????????? ?????????????????? ??????????,24000,"0-3859-3129-30 , 0-3859-3133",0-3884-6040,https://www.newplus.co.th/
NRF,?????? ???????? ????????? ???????? ????? (?????),SET,???????????????????????,???????????????????,99/1 ??????? 4 ????????? ??????????????? ?????????,74110,0-3484-9576-80,0-3484-9586,https://www.nrinstant.com/
NSL,?????? ?????????? ?????? ????? (?????),SET,???????????????????????,???????????????????,55/22 ??????? 3 ????????????-???????????? (345) ???????? ?????????????? ???????,11110,0-2525-8520,0-2525-8538,www.nslfoods.com
NTF,?????? ????????? ????????????? (?????????) ????? (?????),mai,???????????????????????,-,?????? 195 ????????/????? ??? ??????? ???????? 4 ???? 12 ???? 1211-1213 ??? ????? ????/???? ??????? ?????/??? ??????? ?????????????,10330,08-2849-2445,-,www.ntfintergroup.com
NTSC,?????? ?????????? ????? ????? (?????),mai,???????????????????????,-,47/2 ??????? 6 ?????????????? 4 ?????????????? ???????????? ??????,73220,0-2840-4333,-,https://nutritionsc.co.th
NTV,?????? ??????????????? ????? (?????),SET,??????,????????,432 ????????????? ?????????? ?????????? ???????,11000,0-2596-7888,0-2589-8753,www.nonthavej.co.th
NUT,?????? ????????? ?????? ????? (?????),mai,??????????????????,-,"1,2 ?????????? 14 (?????????????) ?????????? ????????? ?????????????",10220,0-2022-9400,0-2022-9401,https://www.nutritionprofess.com/th
NV,?????? ???? ????????? ????? (?????),SET,??????????????????,????????????????????????,190/4 ??????? 8 ?????????????????? ??????????????????? ???????????,10290,0-2408-6778,0-2408-6778,https://www.nova-organic.com
NVD,?????? ??????? ?????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 343/351 ????????????????? ????????????? ?????????? ?????????????,10230,0-2105-6789,0-2105-6787,https://www.nirvanadevelopment.co.th
NWR,??????????????????????? ????? (?????),SET,??????????????????????????,?????????????????????,"?????????????????? ?? ???? 18-19, 2/3 ???? 14 ????????-???? ??.6.5 ??????????? ??????????? ???????????",10540,"0-2730-2100, 0-2751-9455-74","0-2751-9487, 0-2751-9484-5",www.nawarat.co.th
NYT,?????? ????? ?????????? ????? (?????),SET,??????,??????????????????,1168/52 ???????????????????? ???? 19 ????????? 4 ?????????????? ??????? ?????????????,10120,0-2679-7357,0-2285-6642,www.namyongterminal.com
OCC,?????? ?? ?? ?? ????? (?????),SET,??????????????????,????????????????????????,729/4-7 ????????????? ????????????? ?????????? ?????????????,10120,"0-2295-4545, 0-2295-4567",0-2295-0415,www.occ.co.th
OGC,?????? ??????????? ????? (?????),SET,??????????????????,????????????????????????????,75/88-90 ???? 34 ????????????????????? 2 ??????????? 19 (????????) ???????????????? ???????? ?????????????,10110,0-2661-6556,0-2661-6550,http://www.oceanglass.com
OHTL,?????? ?????????? ????? (?????),SET,??????,?????????????????????????,48 ???????? ???????????? ?????????? ????????? ?????????????,10500,0-2659-9000,0-2659-0000,https://www.mandarinoriental.com/en/bangkok
OKJ,?????? ?????????????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 411 ???? 2 ???????????? ???????????? ?????????,50210,0-5208-0744,-,www.okjgroup.com
ONEE,?????? ???? ??? ?????????????? ????? (?????),SET,??????,????????????????,50 ????? ?????????? ??????????? ??????????? 21(?????????) ???????????????? ???????? ?????????????,10110,0-2669-9697,-,www.theoneenterprise.com
ONSENS,?????? ??????? ?????? ????? ??? ????? ????? (?????),SET,??????,?????????????????????????,?????? 120/5 ????/??? ???????? 26 ????/???? ??????? ?????/??? ??????? ?????????????,10110,0-2024-8595,-,www.onsengroup.co.th
OR,?????? ???. ??????????????????? ????? (?????),SET,????????,?????????????????????,555/2 ??????????????????????????? ??????? ??????? 12 ???????????????? ??????????? ?????????? ?????????????,10900,0-2196-5959,-,www.pttor.com
ORI,?????? ???????? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,496 ??????? 9 ?????????????? ????????????????????? ???????????,10270,0-2030-0000,0-2029-1939,https://origin.co.th/
ORN,?????? ??????? ??????? ?????? (?????),SET,??????????????????????????,????????????????????,?????? 79 ??????? 8 ???????????? ?????????????? ?????????,50220,0-5333-3666,-,https://www.ornsirin.co.th
OSP,?????? ??????? ????? (?????),SET,???????????????????????,???????????????????,348 ??????????? ??????????? ?????????? ?????????????,10240,0-2351-1000,0-2351-1125,www.osotspa.com
PACO,?????? ???????????? ????????? ??????????? ????? (?????),mai,????????????????,-,88/8 ??????? 9 ??? ???. 11 (?????) ??????????? ??????????????? ?????????,74110,0-2810-9900,"0-2810-0526-8 ext. 321, 307",www.paco.co.th
PAF,?????? ???????????????? ????? (?????),SET,??????????????????,??????,?????? 507/2 ???? 11 ???? ??????? ????? ??????? ??????,20230,0-3848-0020,-,http://www.panasiafootwear.com
PANEL,?????? ?????????????? ?????????? ????? (?????),mai,??????????????????????????,-,36 ??????? 7 ??????????? ????????????? ???????,11120,"0-2965-5578-80,82-84 Ext.312",0-2965-5584,www.panelesmatic.com
PAP,?????? ??????????? ????? (?????),SET,????????????????,????? ??? ?????????????,"???????????????????? ???? 26, 1168/74 ????????? 4 ?????????????",10120,0-2679-9000,0-2679-9075,http://www.pacificpipe.co.th
PATO,?????? ?????????????????? ????? (?????),SET,????????????????,?????????????????????,3388 ?????????????????? ??????????? ??????????? ?????????????,10310,"0-2318-5612-19, 0-2318-0360-9",0-2318-0367,www.patochemical.com
PB,?????? ?????????? ???????? ????? (?????),SET,???????????????????????,???????????????????,"???????? ???? ??? ???????? ???? 29, 121/84-85 ????????????? ?????????? ????????? ?????????????",10400,02-209-3000,02-209-3091,http://www.farmhouse.co.th
PCC,?????? ?????? ???????????? ????? (?????),SET,????????????????,?????????????????????????????,1842 ??????????-??????? ????????????? ?????????? ?????????????,10800,02-910-9700,-,http://www.precise.co.th
PCE,?????? ???????????? ?????????????? ????? (?????),SET,???????????????????????,??????????????,?????? 99/19 ??????? 4 ???????????? ??????????? ?????????????????????? ????????????,84000,0-7728-4917-9,-,https://www.pce-th.com
PCSGH,?????? ??.??.???.????? ???????????? ????? (?????),SET,????????????????,???????,?????? 2/1-9 ???? 3 ??????????? ???????????????????? ??????????,30000,0-4470-1300,0-4470-1399,www.pcsgh.com
PDG,?????? ???????? ????? (?????),mai,????????????????,-,7/3 ??????? 3 ????????????? ?????????????? ??????,73120,0-3433-2611-2,0-3433-2613,www.prodigy.co.th
PDJ,?????? ??????? ????????? ????? (?????),SET,??????????????????,??????,28 ????????-???? 28 ???????????? ???????? ?????????????,10260,"0-2769-9999, 0-2361-3311","0-2398-2143, 0-2399-4874",www.pranda.com
PEACE,?????? ??????????????? ????? (?????),SET,??????????????????????????,????????????????????,231/14 ????????? 7 ??????????? 63 ???????????????? ???????? ?????????????,10110,0-2392-1066-8,-,http://www.peaceandliving.co.th
PEER,?????? ?????? ???? ?? ????? (?????),mai,??????,-,?????? 944 ?????????????? ?????? ???????? ??????? 28 ?????????? 2807-2810 ???????????? 4 ??????????? ?????????? ?????????????,10330,-,-,www.peerforyou.co.th
PERM,?????? ?????????????????? ????? (?????),SET,????????????????,????? ??? ?????????????,"?????? 4, 95-96 ??????? 6 ?????????? ??????????????????? ?????????",74000,0-3482-5090-100,"0-3482-5078, 0-3482-5079, 0-3482-5081",www.permsin.com
PF,?????? ????????????? ???????? ????? (?????),SET,??????????????????????????,????????????????????,"????????????? ???? 17, 100/1 ????????? 9 ???????????? ??????????? ?????????????",10320,0-2245-6640-7,0-2247-3328,www.pf.co.th
PG,?????? ??????????? ????? (?????),SET,??????????????????,??????,666 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2685-6500,0-2294-5159,www.pg.co.th
PHG,?????? ????????????????????????? ????? (?????),SET,??????,????????,733/345 ??? 733/359 ???? 8 ??? ???????? ???????? ???????????? ????????,12130,0-2998-9999,-,www.patrangsit.com
PHOL,?????? ??????? ????? (?????),mai,????????????????,-,1/11 ??????? 3 ?.??????? ?.??????? ?.??????? ????????,12150,0-2791-0111,0-2791-0100-2,http://www.pdgth.com
PICO,?????? ???? (????????) ????? (?????),mai,??????,-,10 ???????? 56 ???????????? ???????? ?????????????,10260,0-2748-7007,"0-2745-8521, 0-2748-7591",https://www.picothai.com
PIMO,?????? ?????????? ??????? ????? (?????),mai,????????????????,-,"?????? 78,78/4,78/5 ???? 3 ?????????-????????? ?????????? ?????????????? ??????",73120,0-3426-5111-8,0-3426-5119,www.pioneermotor.th.com
PIN,?????? ??????? ???????????? ????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 789 ??????? 1 ?????????????-???????? ??????????? ???????????? ??????,20230,0-2294-0066 Ext. 291,-,https://www.pinthongindustrial.com/
PIS,?????? ??? ??????? ????? (?????),mai,?????????,-,?????? 55 ????/???? ?????? ?????/??? ?????? ?????????????,10400,0-2029-7875,0-2029-7879,www.proinside.co.th
PJW,?????? ???????????????? ????? (?????),SET,????????????????,??????????,"?????? 19, 21 ????????? 63 ????????? ?????????? ????????? ?????????????",10150,0-2415-1894,0-2415-0951,www.pjw.co.th
PK,?????? ??????? ????? (?????),SET,????????????????,?????????????????????????????,348 ?????????????????? ?.9 ??????????? ????????? ?????????????,10250,0-2328-1032-49,-,www.patkol.com
PL,?????? ??????????? ????? (?????),SET,?????????????,????????????????????,"??????????????????????????? 1 ???? 29, 252/6 ????????????? ??????????? ?????????????",10320,0-2693-2288,0-2693-2298-99,www.pl.co.th
PLANB,?????? ???? ?? ?????? ????? (?????),SET,??????,????????????????,?????? 1700 ????????? ?? ???????? ?????????????????? ???????????? ?????????? ?????????????,10400,0-2530-8053-6,0-2530-8057,www.planbmedia.co.th
PLANET,?????? ???????? ?????????????? ?????? ????? (?????),mai,?????????,-,157 ???????????? 34 ???????????? ??????????? ????????? ?????????????,10230,0-2792-2400,0-2792-2499,www.planetcomm.com
PLAT,?????? ???? ???????? ????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 111 ????? ?????? 111 (M2) ???? 21 ???????????? ??????????? ?????????? ?????????????,10330,0-2121-9999,-,http://theplatinumgroup.co.th
PLE,?????? ???????????? ?????????????? ????? (?????),SET,??????????????????????????,?????????????????????,2 ??????????? 81 (????????) ??????????? ?????????? ?????????? ?????????????,10260,0-2332-0345,0-2311-0851,http://www.ple.co.th
PLT,?????? ??????? ????? ????? (?????),mai,??????,-,84/1-4 ???????????? ?????? ??? ???????? ???? 1-4 ??????????? 37 ?????????? ?????????? ?????????????,10900,0-2930-1801-10,0-2512-2365,www.pilatusmarine.co.th
PLUS,?????? ????? ???? ????? (?????),SET,???????????????????????,???????????????????,84/3-7 ???????????? 2 ??? 69 ????????? ?????????????? ?????????????,10150,0-2416-9209,0-2416-0219,www.royalplus.co.th
PM,?????? ????????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 1 ???????????????????????? ???????????? 2 ?????????????? ??????????? ????????? ?????????????,10250,0-2301-1000,0-2301-1020,www.premier-marketing.co.th
PMC,?????? ???????? ?????? ???????????? ????? (?????),mai,????????????????,-,30/28 ??????? 2 ?????????? ?????????? ?????????,74000,0-3445-2000,-,www.pmclabel.com
PMTA,?????? ?????? ??????? ?????? ????????? ????? (?????),SET,????????????????,?????????????????????,26/26-27 ???????????? ??????? 8 ???????? ??????????? ??????????? ?????????? ?????????????,10330,0-2250-0569,0-2657-1040,http://www.pmthoresenasia.com
POLY,?????? ???????? ????? (?????),SET,????????????????,???????,888 ??????? 11 ???????????? ????????????? ???????????,10570,0-2397-9094,0-2397-9097,https://www.polynet.co.th
POPF,???????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,???? 7-8 ????? 1 ?????????? ????? ?????? ?????? 18 ????????????? ??????????? ?????????? ?????????????,10900,0-2949-1500,0-2949-1501,www.scbam.com
PORT,?????? ????? ?????????? ????? (?????),SET,??????,??????????????????,51/1 ??????? 3 ?????????????????? ??????????????? ?????????????? ???????????,10130,0-2386-8000,0-2386-8008,http://sahathaiterminal.com/
PPM,?????? ????????????? ????? (?????),mai,????????????????,-,?????? 205/1 ????????????? ????????? ???????? ?????????????,10300,0-2628-6100,0-2628-6006,www.ppm.co.th
PPP,?????? ????????? ???????? ????? (?????),SET,??????????????????????????,?????????????,?????? 2 ????????????? ???????????? 2 ?????????????? ??????????? ????????? ?????????????,10250,"0-2301-2100, 0-2301-2101",0-2398-1301,www.premier-products.co.th
PPPM,?????? ???? ????? ????? (?????),SET,???????????????????????,??????????????,?????? 62-62/1 ??????? 2 ??????.???????? ????????????? ???????????? ????????,76140,0-3289-9881-4,0-3289-9885,https://www.ppprime.co.th/
PPS,?????? ?????? ???????? ???????? ????? (?????),mai,??????????????????????????,-,381/6 ????????????? 58 (??? 7 ???? 7) ????????????? ??????????? ?????????? ?????????????,10250,0-2718-2785-9,0-2300-5545-6,www.pps.co.th
PQS,?????? ??????????????????????? ????? (?????),SET,???????????????????????,???????????????????,?????? 185 ??????? 14 ????????????? ?????????????????? ????????,49000,0-4264-3818,0-4264-3819,https://www.pqstarch.com
PR9,?????? ??????????????????? ????? (?????),SET,??????,????????,?????? 99 ????????? 9 ??????????? ??????????? ?????????????,10310,0-2202-9999,0-2202-9998,http://www.praram9.com
PRAKIT,?????? ?????? ????????? ????? (?????),SET,??????,????????????????,88 ??????????? 62 ??? 3 ?????????????? ?????????? ?????????????,10260,0-2332-8555,"0-2332-8522, 0-2332-8544",http://www.prakit.com
PRAPAT,?????? ???????? ????????? ????? (?????),mai,????????????????,-,406 ????????????? ????????????? ??????????? ?????????????,10310,0-2290-1234,0-2290-1249,https://www.peerapat.com
PREB,?????? ???????? ????? (?????),SET,??????????????????????????,?????????????????????,503 ????1 ????????????? ?????????? ????????????? ???????,11120,0-2960-1380-89,0-2960-1392,www.prebuilt.co.th
PRECHA,?????? ?????????? ????? (?????),SET,??????????????????????????,????????????????????,1919 ??????????? ??????????? ?????????? ?????????????,10250,0-2722-8855,0-2722-8844,www.preecha.com
PRG,?????? ?? ???? ?? ???????????? ????? (?????),SET,???????????????????????,???????????????????,88 ??????? 2 ??????????? ?????????? ????????,12000,0-2501-2175,0-2501-2176,www.prg.co.th
PRI,?????? ????? ???????? ???????? ????? (?????),mai,??????????????????????????,-,496 ???? 9 ????????? 16 ??????????? 107 ?????????????? ?????????? ???????????,10270,0-2081-0000,-,www.primo.co.th
PRIME,?????? ????? ??? ???????? ????? (?????),SET,????????,?????????????????????,?????? 1 ???????????????? ???? 22 ????????????????19 ???????????????? ??????????? ?????????? ?????????????,10900,0-2105-8686,0-2257-7006,www.primeroadpower.com
PRIN,?????? ???????? ????? (?????),SET,??????????????????????????,????????????????????,246 ????????? ??????????? ????????? ?????????????,10220,0-2022-8988,-,http://www.prinsiri.com
PRINC,?????? ??????????? ??????? ????? (?????),SET,??????,????????,?????? 29 ???? 23 ??????????? ????????????????? ??????????? 63 ???????????????? ???????? ?????????????,10110,0-2714-2171-3,0-2714-2185,www.principalcapital.co.th
PRM,?????? ????? ????? ????? (?????),SET,??????,??????????????????,?????? 80 ????????-???? 30 ???????????? ???????? ?????????????,10260,0-2016-0190-4,0-2016-0199,www.primamarine.co.th
PROEN,?????? ??????? ????? ????? (?????),mai,?????????,-,"72 ?????????????? ?????? ???? 4, 18 ???????????? ?????????? ????????? ?????????????",10500,"0-2690-3888, 0-2639-7888","0-2639-7892, 0-2691-1898",https://www.proen.co.th/
PROS,?????? ????????? ?????????????? ????? (?????),mai,??????????????????????????,-,?????? 11 ??????????? 20 ??????????? ???????????? ??????????? ?????????????,10230,0-2514-3113,-,www.prosperengineering.co.th
PROSPECT,?????????????????????????????????????????????????????????????????? ??????? ?????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 345 ????? 345 ??????? ???? 5 ?????????? ????????????? ????????? ?????????????,10500,0-2697-3788,0-2697-3794,www.prospectreit.com
PROUD,?????? ???? ????? ?????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 548 ????? ??? ????? ????????? ???? 19 ?????????? 1902-1903 ??????????? ??????????? ?????????? ?????????????,10330,0-2035-0999,0-2035-0998,www.proudrealestate.co.th
PRTR,?????? ???????????? ????? ????? (?????),SET,??????,??????????????,2034/82 ????????????? ???????? ???? 18 ?????????????????? ??????????? ??????????? ?????????????,10310,0-2716-0000,-,https://www.prtr.com/
PSGC,?????? ??????? ???????????? ????? (?????),mai,??????????????????????????,-,?????? 11/1 ??????????? ???? ???????? ???? 9 ?????????? ??????????? ??????? ?????????????,10120,0-2018-7190-8,0-2018-7199,www.psgcorp.co.th
PSH,?????? ????? ??????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 1177 ????? ?????? ????????? ??????????? ????????? ???????? ?????????????,10400,0-2080-1739,0-2080-1700,http://www.psh.co.th
PSL,?????? ???????? ??????? ????? (?????),SET,??????,??????????????????,"?????? 8 ??????? ??, 7, 8, ??? 9 ???????????? ???????? ????????? ?????????????",10500,0-2696-8800,"0-2236-7654, 0-2633-8460",www.preciousshipping.com
PSP,?????? ??.???.??.????????????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 1 ????????????? ???????????????? ????????????? ?????????????,10700,0-2434-0540,0-2433-6016,www.psp.co.th
PSTC,?????? ???????? ???????? ????????? ????? (?????),mai,????????,-,?????? 389 ?????????????? ??? ????????????? ???? ???????? ???????? ?????????????,10400,0-2526-9999,0-2408-6235,http://www.pst.co.th
PT,?????? ????????? ????????? ????? (?????),SET,?????????,??????????????????????????????,"?????????????????????????????, 1 ???????????? 2 ?????????????? ??????????? ????????? ?????????????",10250,"0-2301-1000,0-2301-1550",0-2398-2816,www.premier-technology.co.th
PTC,?????? ????????? ????? ???????????? ????? (?????),mai,????????,-,?????? 2034/69 ????????????? ???????? ???? 15 ?????????????????? ??????????? ??????????? ?????????????,10310,0-2318-4013,0-2318-4014,www.premiertankcorp.com
PTECH,?????? ???? ??? ??????????? ????? (?????),SET,??????,????????????????,41/1 ???????????? ?????????????????? ???????????? ?????????????? ???????????,10130,"0-2394-4374-5, 0-2754-2650",0-2384-0917,www.plustech.co.th
PTG,?????? ?????? ????????? ????? (?????),SET,????????,?????????????????????,?????? 90 ????????????????? ???????? ?? ??????? 33 ????????????? ???????????? ??????????? ?????????????,10310,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",www.ptgenergy.co.th
PTL,?????? ??????????? (?????????) ????? (?????),SET,????????????????,??????????,"????????????????????? 2 ???? 18, 75/26 ???????? 19 (????) ???????????????? ???????? ?????????????",10110,0-2665-2706-8,0-2665-2705,www.polyplexthailand.com
PTT,?????? ???. ????? (?????),SET,????????,?????????????????????,555 ???????????????? ??????????? ?????????? ?????????????,10900,0-2537-2000,0-2537-3498-9,http://www.pttplc.com
PTTEP,?????? ???.?????????????????????? ????? (?????),SET,????????,?????????????????????,555/1 ?????????????????????????? ????? A ???? 19-36 ???????????????? ??????????? ?????????? ?????????????,10900,0-2537-4000,0-2537-4444,www.pttep.com
PTTGC,?????? ?????? ?????? ??????? ????? (?????),SET,????????????????,?????????????????????,?????? 555/1 ?????????????????????????? ????? ?? ???? 18 ???????????????? ??????????? ?????????? ?????????????,10900,0-2265-8400,0-2265-8500,www.pttgcgroup.com
PYLON,?????? ????? ????? (?????),SET,??????????????????????????,?????????????????????,252 ???????????? ???????? ??????? 14 ??????????? ???????????? ???????? ?????????????,10400,0-2615-1259,0-2615-1258,www.pylon.co.th
Q-CON,?????? ???????????????????????????? ????? (?????),SET,??????????????????????????,?????????????,"??????????????????????, 144 ???? 16 ?????????????? ?????????????? ????????????? ???????????????",13160,"0-3522-1271, 0-3525-9134","0-3521-2270, 0-3522-1273",www.qcon.co.th
QDC,?????? ??????? ?? ?? ????? (?????),mai,???????????????????????,-,????? TFD 18 ??????? 11 ??? 9 ??????????? ??????? ?????????????,10120,0-2286-9959,-,https://qdc-th.listedcompany.com/home.html/page/home
QH,?????? ?????????????? ????? (?????),SET,??????????????????????????,????????????????????,"?????????????? ??????? ???? 7, 1 ?????????? ?????????????? ??????? ?????????????",10120,"0-2343-8888, 0-2677-7000",-,www.qh.co.th
QHBREIT,???????????????????????????????????????????????? ???????? ?????? ???????? ??????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ?????????????? ??????? ???? 14 ?????????? ?????????????? ??????? ?????????????,10120,0-2286-3484,0-2286-3585,-
